base_trial_name,session_id,repeat_instance_index,trial_order_position,symmetry_transform
L25,481,0,57,7
L28,481,0,58,0
L64,481,0,59,7
L61,481,0,60,5
L9,481,0,61,7
L74,481,0,62,5
L29,481,0,63,0
L11,481,0,64,0
L51,481,0,65,4
L31,481,0,66,6
L18,481,0,67,6
L12,481,0,68,1
L1,481,0,69,4
L20,481,0,70,2
L23,481,0,71,4
L49,481,0,72,2
L46,481,0,73,7
L42,481,0,74,5
L70,481,0,75,7
L55,482,0,1,2
L54,482,0,2,6
L59,482,0,3,0
L38,482,0,4,4
L62,482,0,5,5
L6,482,0,6,1
L32,482,0,7,4
L56,482,0,8,7
L68,482,0,9,6
L49,482,0,10,3
L31,482,0,11,7
L52,482,0,12,5
L13,482,0,13,1
L10,482,0,14,0
L51,482,0,15,5
L61,482,0,16,6
L26,482,0,17,2
L45,482,0,18,7
L34,482,0,19,3
L28,482,0,20,1
L40,482,0,21,2
L74,482,0,22,6
L21,482,0,23,6
L5,482,0,24,5
L50,482,0,25,2
L30,482,0,26,5
L39,482,0,27,3
L29,482,0,28,1
L23,482,0,29,5
L65,482,0,30,6
L18,482,0,31,7
L63,482,0,32,7
L60,482,0,33,7
L24,482,0,34,3
L43,482,0,35,3
L36,482,0,36,3
L71,482,0,37,1
L44,482,0,38,4
L14,482,0,39,3
L73,482,0,40,7
L20,482,0,41,3
L1,482,0,42,5
L57,482,0,43,1
L16,482,0,44,2
L9,482,0,45,0
L64,482,0,46,0
L35,482,0,47,5
L48,482,0,48,7
L11,482,0,49,1
L70,482,0,50,0
L22,482,0,51,1
L25,482,0,52,0
L33,482,0,53,4
L15,482,0,54,2
L3,482,0,55,1
L19,482,0,56,5
L58,482,0,57,4
L72,482,0,58,5
L47,482,0,59,3
L8,482,0,60,0
L69,482,0,61,5
L53,482,0,62,4
L75,482,0,63,2
L67,482,0,64,6
L46,482,0,65,0
L4,482,0,66,3
L17,482,0,67,0
L37,482,0,68,3
L2,482,0,69,0
L42,482,0,70,6
L27,482,0,71,1
L7,482,0,72,0
L66,482,0,73,1
L12,482,0,74,2
L41,482,0,75,4
L44,483,0,1,5
L21,483,0,2,7
L55,483,0,3,3
L34,483,0,4,4
L30,483,0,5,6
L65,483,0,6,7
L31,483,0,7,0
L9,483,0,8,1
L73,483,0,9,0
L35,483,0,10,6
L68,483,0,11,7
L37,483,0,12,4
L63,483,0,13,0
L43,483,0,14,4
L36,483,0,15,4
L28,483,0,16,2
L38,483,0,17,5
L33,483,0,18,5
L53,483,0,19,5
L59,483,0,20,1
L25,483,0,21,1
L69,483,0,22,6
L50,483,0,23,3
L64,483,0,24,1
L75,483,0,25,3
L66,483,0,26,2
L70,483,0,27,1
L1,483,0,28,6
L27,483,0,29,2
L58,483,0,30,5
L60,483,0,31,0
L19,483,0,32,6
L39,483,0,33,4
L45,483,0,34,0
L3,483,0,35,2
L72,483,0,36,6
L74,483,0,37,7
L7,483,0,38,1
L16,483,0,39,3
L5,483,0,40,6
L51,483,0,41,6
L11,483,0,42,2
L32,483,0,43,5
L67,483,0,44,7
L40,483,0,45,3
L47,483,0,46,4
L71,483,0,47,2
L26,483,0,48,3
L46,483,0,49,1
L42,483,0,50,7
L52,483,0,51,6
L54,483,0,52,7
L6,483,0,53,2
L12,483,0,54,3
L56,483,0,55,0
L20,483,0,56,4
L24,483,0,57,4
L13,483,0,58,2
L48,483,0,59,0
L18,483,0,60,0
L41,483,0,61,5
L2,483,0,62,1
L8,483,0,63,1
L49,483,0,64,4
L22,483,0,65,2
L4,483,0,66,4
L14,483,0,67,4
L15,483,0,68,3
L17,483,0,69,1
L61,483,0,70,7
L57,483,0,71,2
L29,483,0,72,2
L62,483,0,73,6
L10,483,0,74,1
L23,483,0,75,6
L49,485,0,1,6
L21,485,0,2,1
L17,485,0,3,3
L22,485,0,4,4
L47,485,0,5,6
L19,485,0,6,0
L18,485,0,7,2
L70,485,0,8,3
L58,485,0,9,7
L52,485,0,10,0
L20,485,0,11,6
L51,485,0,12,0
L61,485,0,13,1
L67,485,0,14,1
L40,485,0,15,5
L36,485,0,16,6
L41,485,0,17,7
L45,485,0,18,2
L25,485,0,19,3
L9,485,0,20,3
L7,485,0,21,3
L12,485,0,22,5
L32,485,0,23,7
L28,485,0,24,4
L4,485,0,25,6
L42,485,0,26,1
L13,485,0,27,4
L71,485,0,28,4
L65,485,0,29,1
L1,485,0,30,0
L10,485,0,31,3
L24,485,0,32,6
L35,485,0,33,0
L37,485,0,34,6
L29,485,0,35,4
L34,485,0,36,6
L31,485,0,37,2
L15,485,0,38,5
L56,485,0,39,2
L44,485,0,40,7
L43,485,0,41,6
L50,485,0,42,5
L53,485,0,43,7
L23,485,0,44,0
L3,485,0,45,4
L73,485,0,46,2
L33,485,0,47,7
L72,485,0,48,0
L55,485,0,49,5
L26,485,0,50,5
L64,485,0,51,3
L46,485,0,52,3
L27,485,0,53,4
L39,485,0,54,6
L60,485,0,55,2
L63,485,0,56,2
L14,485,0,57,6
L59,485,0,58,3
L62,485,0,59,0
L38,485,0,60,7
L75,485,0,61,5
L66,485,0,62,4
L6,485,0,63,4
L16,485,0,64,5
L11,485,0,65,4
L8,485,0,66,3
L68,485,0,67,1
L69,485,0,68,0
L48,485,0,69,2
L57,485,0,70,4
L74,485,0,71,1
L2,485,0,72,3
L30,485,0,73,0
L54,485,0,74,1
L5,485,0,75,0
L48,486,0,1,3
L69,486,0,2,1
L43,486,0,3,7
L71,486,0,4,5
L44,486,0,5,0
L62,486,0,6,1
L28,486,0,7,5
L15,486,0,8,6
L38,486,0,9,0
L52,486,0,10,1
L61,486,0,11,2
L12,486,0,12,6
L14,486,0,13,7
L58,486,0,14,0
L30,486,0,15,1
L6,486,0,16,5
L53,486,0,17,0
L1,486,0,18,1
L35,486,0,19,1
L68,486,0,20,2
L42,486,0,21,2
L32,486,0,22,0
L67,486,0,23,2
L51,486,0,24,1
L41,486,0,25,0
L2,486,0,26,4
L36,486,0,27,7
L27,486,0,28,5
L40,486,0,29,6
L33,486,0,30,0
L73,486,0,31,3
L65,486,0,32,2
L46,486,0,33,4
L19,486,0,34,1
L60,486,0,35,3
L17,486,0,36,4
L8,486,0,37,4
L4,486,0,38,7
L23,486,0,39,1
L47,486,0,40,7
L5,486,0,41,1
L9,486,0,42,4
L54,486,0,43,2
L10,486,0,44,4
L22,486,0,45,5
L37,486,0,46,7
L21,486,0,47,2
L7,486,0,48,4
L66,486,0,49,5
L74,486,0,50,2
L18,486,0,51,3
L24,486,0,52,7
L50,486,0,53,6
L39,486,0,54,7
L63,486,0,55,3
L34,486,0,56,7
L57,486,0,57,5
L55,486,0,58,6
L26,486,0,59,6
L45,486,0,60,3
L70,486,0,61,4
L29,486,0,62,5
L59,486,0,63,4
L25,486,0,64,4
L11,486,0,65,5
L72,486,0,66,1
L16,486,0,67,6
L75,486,0,68,6
L31,486,0,69,3
L3,486,0,70,5
L56,486,0,71,3
L64,486,0,72,4
L13,486,0,73,5
L49,486,0,74,7
L20,486,0,75,7
L50,487,0,1,7
L24,487,0,2,0
L69,487,0,3,2
L28,487,0,4,6
L74,487,0,5,3
L63,487,0,6,4
L73,487,0,7,4
L35,487,0,8,2
L36,487,0,9,0
L52,487,0,10,2
L58,487,0,11,1
L7,487,0,12,5
L46,487,0,13,5
L38,487,0,14,1
L3,487,0,15,6
L1,487,0,16,2
L13,487,0,17,6
L70,487,0,18,5
L14,487,0,19,0
L34,487,0,20,0
L10,487,0,21,5
L59,487,0,22,5
L9,487,0,23,5
L64,487,0,24,5
L30,487,0,25,2
L54,487,0,26,3
L72,487,0,27,2
L43,487,0,28,0
L29,487,0,29,6
L2,487,0,30,5
L57,487,0,31,6
L15,487,0,32,7
L51,487,0,33,2
L12,487,0,34,7
L61,487,0,35,3
L44,487,0,36,1
L53,487,0,37,1
L20,487,0,38,0
L45,487,0,39,4
L39,487,0,40,0
L23,487,0,41,2
L33,487,0,42,1
L26,487,0,43,7
L56,487,0,44,4
L18,487,0,45,4
L71,487,0,46,6
L11,487,0,47,6
L49,487,0,48,0
L27,487,0,49,6
L62,487,0,50,2
L5,487,0,51,2
L67,487,0,52,3
L8,487,0,53,5
L22,487,0,54,6
L21,487,0,55,3
L47,487,0,56,0
L65,487,0,57,3
L37,487,0,58,0
L4,487,0,59,0
L68,487,0,60,3
L41,487,0,61,1
L42,487,0,62,3
L32,487,0,63,1
L19,487,0,64,2
L55,487,0,65,7
L25,487,0,66,5
L40,487,0,67,7
L60,487,0,68,4
L16,487,0,69,7
L66,487,0,70,6
L31,487,0,71,4
L6,487,0,72,6
L75,487,0,73,7
L48,487,0,74,4
L17,487,0,75,5
L39,488,0,1,1
L31,488,0,2,5
L59,488,0,3,6
L63,488,0,4,5
L3,488,0,5,7
L75,488,0,6,0
L53,488,0,7,2
L42,488,0,8,4
L49,488,0,9,1
L12,488,0,10,0
L1,488,0,11,3
L14,488,0,12,1
L45,488,0,13,5
L40,488,0,14,0
L2,488,0,15,6
L4,488,0,16,1
L17,488,0,17,6
L50,488,0,18,0
L33,488,0,19,2
L62,488,0,20,3
L24,488,0,21,1
L20,488,0,22,1
L16,488,0,23,0
L22,488,0,24,7
L41,488,0,25,2
L30,488,0,26,3
L60,488,0,27,5
L73,488,0,28,5
L74,488,0,29,4
L8,488,0,30,6
L21,488,0,31,4
L68,488,0,32,4
L46,488,0,33,6
L35,488,0,34,3
L9,488,0,35,6
L13,488,0,36,7
L18,488,0,37,5
L29,488,0,38,7
L7,488,0,39,6
L5,488,0,40,3
L11,488,0,41,7
L47,488,0,42,1
L6,488,0,43,7
L19,488,0,44,3
L27,488,0,45,7
L10,488,0,46,6
L43,488,0,47,1
L70,488,0,48,6
L15,488,0,49,0
L51,488,0,50,3
L28,488,0,51,7
L58,488,0,52,2
L36,488,0,53,1
L64,488,0,54,6
L26,488,0,55,0
L66,488,0,56,7
L25,488,0,57,6
L48,488,0,58,5
L72,488,0,59,3
L71,488,0,60,7
L34,488,0,61,1
L32,488,0,62,2
L56,488,0,63,5
L37,488,0,64,1
L57,488,0,65,7
L65,488,0,66,4
L69,488,0,67,3
L67,488,0,68,4
L55,488,0,69,0
L52,488,0,70,3
L54,488,0,71,4
L23,488,0,72,3
L44,488,0,73,2
L61,488,0,74,4
L38,488,0,75,2
L71,489,0,1,0
L13,489,0,2,0
L8,489,0,3,7
L29,489,0,4,0
L47,489,0,5,2
L27,489,0,6,0
L53,489,0,7,3
L6,489,0,8,0
L20,489,0,9,2
L35,489,0,10,4
L72,489,0,11,4
L56,489,0,12,6
L31,489,0,13,6
L63,489,0,14,6
L15,489,0,15,1
L44,489,0,16,3
L39,489,0,17,2
L54,489,0,18,5
L75,489,0,19,1
L41,489,0,20,3
L57,489,0,21,0
L51,489,0,22,4
L70,489,0,23,7
L32,489,0,24,3
L19,489,0,25,4
L4,489,0,26,2
L46,489,0,27,7
L43,489,0,28,2
L60,489,0,29,6
L50,489,0,30,1
L52,489,0,31,4
L65,489,0,32,5
L18,489,0,33,6
L12,489,0,34,1
L1,489,0,35,4
L7,489,0,36,7
L21,489,0,37,5
L37,489,0,38,2
L25,489,0,39,7
L55,489,0,40,1
L42,489,0,41,5
L23,489,0,42,4
L66,489,0,43,0
L61,489,0,44,5
L68,489,0,45,5
L74,489,0,46,5
L38,489,0,47,3
L2,489,0,48,7
L33,489,0,49,3
L5,489,0,50,4
L58,489,0,51,3
L64,489,0,52,7
L48,489,0,53,6
L49,489,0,54,2
L9,489,0,55,7
L16,489,0,56,1
L28,489,0,57,0
L34,489,0,58,2
L62,489,0,59,4
L59,489,0,60,7
L26,489,0,61,1
L69,489,0,62,4
L3,489,0,63,0
L24,489,0,64,2
L11,489,0,65,0
L10,489,0,66,7
L30,489,0,67,4
L17,489,0,68,7
L40,489,0,69,1
L14,489,0,70,2
L67,489,0,71,5
L36,489,0,72,2
L73,489,0,73,6
L45,489,0,74,6
L22,489,0,75,0
L42,491,0,1,7
L2,491,0,2,1
L72,491,0,3,6
L58,491,0,4,5
L17,491,0,5,1
L59,491,0,6,1
L19,491,0,7,6
L5,491,0,8,6
L38,491,0,9,5
L3,491,0,10,2
L20,491,0,11,4
L54,491,0,12,7
L70,491,0,13,1
L35,491,0,14,6
L71,491,0,15,2
L36,491,0,16,4
L26,491,0,17,3
L8,491,0,18,1
L51,491,0,19,6
L24,491,0,20,4
L68,491,0,21,7
L48,491,0,22,0
L34,491,0,23,4
L7,491,0,24,1
L53,491,0,25,5
L14,491,0,26,4
L45,491,0,27,0
L13,491,0,28,2
L65,491,0,29,7
L10,491,0,30,1
L11,491,0,31,2
L9,491,0,32,1
L50,491,0,33,3
L21,491,0,34,7
L73,491,0,35,0
L23,491,0,36,6
L44,491,0,37,5
L56,491,0,38,0
L6,491,0,39,2
L55,491,0,40,3
L69,491,0,41,6
L4,491,0,42,4
L47,491,0,43,4
L18,491,0,44,0
L33,491,0,45,5
L25,491,0,46,1
L37,491,0,47,4
L57,491,0,48,2
L74,491,0,49,7
L15,491,0,50,3
L1,491,0,51,6
L43,491,0,52,4
L63,491,0,53,0
L52,491,0,54,6
L28,491,0,55,2
L30,491,0,56,6
L29,491,0,57,2
L31,491,0,58,0
L64,491,0,59,1
L66,491,0,60,2
L41,491,0,61,5
L46,491,0,62,1
L60,491,0,63,0
L16,491,0,64,3
L12,491,0,65,3
L32,491,0,66,5
